USER_ID,LONGITUDE,LATITUDE,CAPTURE_TIME
1,-71.0928766,42.3650149,2020-05-31 8:48:41
1,-71.0836815,42.3629369,2020-05-31 8:49:01
1,-71.0928784,42.3650158,2020-05-31 8:50:01
1,-71.0836783,42.3629449,2020-05-31 8:50:26
1,-71.0928784,42.3650175,2020-05-31 8:51:04
1,-71.083677,42.3629461,2020-05-31 8:51:41
1,-71.0928828,42.3650297,2020-05-31 8:52:06
1,-71.0836821,42.3629356,2020-05-31 8:52:43
1,-71.0929202,42.3650292,2020-05-31 8:53:08
1,-71.0839533,42.362877,2020-05-31 8:54:01
1,-71.0929551,42.3650635,2020-05-31 8:54:12
1,-71.0837821,42.3628878,2020-05-31 8:55:03
1,-71.0929391,42.3650436,2020-05-31 8:55:13
1,-71.0837557,42.3629162,2020-05-31 8:56:05
1,-71.092865,42.3649374,2020-05-31 8:56:15
1,-71.0837582,42.3629371,2020-05-31 8:57:18
1,-71.0934001,42.3632747,2020-05-31 8:57:19
1,-71.083768,42.3629033,2020-05-31 8:58:20
1,-71.0967743,42.3630489,2020-05-31 8:58:22
1,-71.0837679,42.3629504,2020-05-31 8:59:22
1,-71.0996558,42.3634757,2020-05-31 8:59:23
1,-71.083757,42.3629059,2020-05-31 9:00:24
1,-71.101001,42.3638287,2020-05-31 9:00:27
1,-71.0837727,42.3629014,2020-05-31 9:01:26
1,-71.1011483,42.3638869,2020-05-31 9:01:28
1,-71.1012122,42.3639575,2020-05-31 9:02:29
1,-71.0837602,42.3629233,2020-05-31 9:02:31
1,-71.1013358,42.3637639,2020-05-31 9:03:31
1,-71.0837741,42.3629024,2020-05-31 9:03:36
1,-71.0837738,42.3629009,2020-05-31 9:04:40
1,-71.1012814,42.3640167,2020-05-31 9:05:03
1,-71.0837867,42.3629458,2020-05-31 9:06:02
1,-71.1011749,42.364078,2020-05-31 9:06:32
1,-71.0837561,42.3629175,2020-05-31 9:07:04
1,-71.1016092,42.3640067,2020-05-31 9:07:34
1,-71.0837836,42.3628845,2020-05-31 9:08:06
1,-71.1015833,42.363971,2020-05-31 9:08:39
1,-71.0840129,42.3628088,2020-05-31 9:09:08
1,-71.1015663,42.3639734,2020-05-31 9:09:41
1,-71.083856,42.3627578,2020-05-31 9:10:10
1,-71.1015832,42.3639738,2020-05-31 9:10:42
1,-71.0836845,42.3629162,2020-05-31 9:11:26
1,-71.1015803,42.3640747,2020-05-31 9:11:45
1,-71.0834383,42.3629912,2020-05-31 9:12:28
1,-71.1015804,42.3640522,2020-05-31 9:12:34
1,-71.0832919,42.3629645,2020-05-31 9:14:01
1,-71.0817767,42.3628042,2020-05-31 9:15:03
1,-71.0832535,42.3629714,2020-05-31 9:16:04
1,-71.0836985,42.362942,2020-05-31 9:17:32
1,-71.1015855,42.3640525,2020-05-31 9:17:36
1,-71.0837023,42.3629253,2020-05-31 9:18:35
1,-71.0837809,42.3629299,2020-05-31 9:19:36
1,-71.1015928,42.3640795,2020-05-31 9:20:11
1,-71.0847245,42.3631642,2020-05-31 9:20:39
1,-71.0849938,42.363074,2020-05-31 9:21:44
1,-71.1015727,42.3640747,2020-05-31 9:21:45
1,-71.0851086,42.3631365,2020-05-31 9:23:04
1,-71.0846214,42.3626687,2020-05-31 9:24:04
1,-71.1015825,42.3640643,2020-05-31 9:24:12
1,-71.1016001,42.3639237,2020-05-31 9:26:04
1,-71.1015717,42.364064,2020-05-31 9:27:10
1,-71.083298,42.3629436,2020-05-31 9:29:11
1,-71.0832893,42.362903,2020-05-31 9:30:08
1,-71.0833348,42.3629302,2020-05-31 9:32:01
1,-71.1016517,42.3638682,2020-05-31 9:33:11
1,-71.0833224,42.3629156,2020-05-31 9:34:01
1,-71.0832896,42.3629301,2020-05-31 9:35:43
1,-71.101586,42.3641035,2020-05-31 9:36:38
1,-71.0832968,42.3629289,2020-05-31 9:36:45
1,-71.1015908,42.3640882,2020-05-31 9:37:39
1,-71.1015229,42.3640816,2020-05-31 9:38:51
1,-71.1015717,42.3640853,2020-05-31 9:39:52
